product_name,sku,style_number
Vivo Kitenge Bubble Sleeve Tent Dress - Teal / Navy Blue Ankara Print,VE0042PR3L,VE0042P
Vivo Kitenge Bubble Sleeve Tent Dress - Teal / Navy Blue Ankara Print,VE0042PR3M,VE0042P
Vivo Kitenge Bubble Sleeve Tent Dress - Teal / Navy Blue Ankara Print,VE0042PR3S,VE0042P
Vivo Kitenge Bustier Knee Length Dress - Blue / Pink Abstract Print,N0223045BBLU1XL,N0223045
Vivo Kitenge Bustier Knee Length Dress - Blue / Pink Abstract Print,N0223045BBLUL,N0223045
Vivo Kitenge Bustier Knee Length Dress - Blue / Pink Abstract Print,N0223045BBLUM,N0223045
Vivo Kitenge Bustier Knee Length Dress - Blue / Pink Abstract Print,N0223045BBLUS,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print,N0223045BNAB1XL,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print,N0223045BNABL,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print,N0223045BNABM,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print,N0223045BNABS,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print - NAVY BLUE / MUSTARD CIRCLES PRINT / N0223045 / 1X,N0223045PR31X,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print - NAVY BLUE / MUSTARD CIRCLES PRINT / N0223045 / L,N0223045PR3L,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print - NAVY BLUE / MUSTARD CIRCLES PRINT / N0223045 / M,N0223045PR3M,N0223045
Vivo Kitenge Bustier Knee Length Dress - Navy Blue / Mustard Circles Print - NAVY BLUE / MUSTARD CIRCLES PRINT / N0223045 / S,N0223045PR3S,N0223045
Vivo Kitenge Bustier Maxi Dress - Peach / Blue Abstract Print,V0223041PR7L,V0223041
Vivo Kitenge Bustier Maxi Dress - Peach / Blue Abstract Print,V0223041PR7M,V0223041
Vivo Kitenge Bustier Maxi Dress - Peach / Blue Abstract Print,V0223041PR7S,V0223041
Vivo Kitenge Bustier Maxi Dress - Peach / Blue Abstract Print - PEACH / BLUE ABSTRACT PRINT / V0923083 / L,V0923083PR1L,V0923083
Vivo Kitenge Bustier Maxi Dress - Peach / Blue Abstract Print - PEACH / BLUE ABSTRACT PRINT / V0923083 / M,V0923083PR1M,V0923083
Vivo Kitenge Bustier Maxi Dress - Peach / Blue Abstract Print - PEACH / BLUE ABSTRACT PRINT / V0923083 / S,V0923083PR1S,V0923083
Vivo Kitenge Bustier Maxi Dress - Purple / Yellow Abstract Print - PURPLE / YELLOW ABSTRACT PRINT / V0923083 / L,V0923083PR2L,V0923083
Vivo Kitenge Bustier Maxi Dress - Purple / Yellow Abstract Print - PURPLE / YELLOW ABSTRACT PRINT / V0923083 / M,V0923083PR2M,V0923083
Vivo Kitenge Bustier Maxi Dress - Purple / Yellow Abstract Print - PURPLE / YELLOW ABSTRACT PRINT / V0923083 / S,V0923083PR2S,V0923083
Vivo Kitenge Infinity Jumpsuit - Bukavu,V0524181PR11X/2X,V0524181
Vivo Kitenge Infinity Jumpsuit - Bukavu,V0524181PR13X/4X,V0524181
Vivo Kitenge Infinity Jumpsuit - Bukavu,V0524181PR1M/L,V0524181
Vivo Kitenge Infinity Jumpsuit - Bukavu,V0524181PR1XS/S,V0524181
Vivo Kitenge Infinity Jumpsuit - Zena,V0524181PR21X/2X,V0524181
Vivo Kitenge Infinity Jumpsuit - Zena,V0524181PR23X/4X,V0524181
Vivo Kitenge Infinity Jumpsuit - Zena,V0524181PR2M/L,V0524181
Vivo Kitenge Infinity Jumpsuit - Zena,V0524181PR2XS/S,V0524181
Vivo Kitenge Maxi Kimono - Blue / Black Ankara Print - BLUE / BLACK ANKARA PRINT / VE0423110 / S/M,VE0423110PR3S/M,VE04231
Vivo Kitenge Maxi Kimono - Blue / Maroon Abstract Ankara Print - BLUE / MAROON ABSTRACT ANKARA PRINT / VE0423110 / L/1X,VE0423110PR6L/1X,VE04231
Vivo Kitenge Maxi Kimono - Blue / Maroon Abstract Ankara Print - BLUE / MAROON ABSTRACT ANKARA PRINT / VE0423110 / S/M,VE0423110PR6S/M,VE04231
Vivo Kitenge Maxi Kimono - Cream / Orange Ankara Print,E0423110PR1L/1X,E0423110
Vivo Kitenge Maxi Kimono - Cream / Orange Ankara Print,E0423110PR1S/M,E0423110
Vivo Kitenge Maxi Kimono - Dark Mustard / Burgundy Ankara Print - DARK MUSTARD / BURUNDY ANKARA PRINT / VE0423110 / L/1X,VE0423110PR1L/1X,VE04231
Vivo Kitenge Maxi Kimono - Dark Mustard / Burgundy Ankara Print - DARK MUSTARD / BURUNDY ANKARA PRINT / VE0423110 / S/M,VE0423110PR1S/M,VE04231
Vivo Kitenge Maxi Kimono - Imani Ankara Print - IMANI ANKARA PRINT / VE0423110 / L/1X,VE0423110PR8L/1X,VE04231
Vivo Kitenge Maxi Kimono - Orange / Yellow Abstract Ankara Print - ORANGE / YELLOW ABSTRACT ANKARA PRINT / VE0423110 / L/1X,VE0423110PR5L/1X,VE04231
Vivo Kitenge Maxi Kimono - Orange / Yellow Abstract Ankara Print - ORANGE / YELLOW ABSTRACT ANKARA PRINT / VE0423110 / S/M,VE0423110PR5S/M,VE04231
Vivo Kitenge Midi Kimono - Sai Print - SAI PRINT / VE0049 / 1X/2X,VE0049PR21X/2X,VE0049P
Vivo Kitenge Midi Kimono - Sai Print - SAI PRINT / VE0049 / M/L,VE0049PR2M/L,VE0049P
Vivo Kitenge Midi Kimono - Shama Print,VE0049PR11X/2X,VE0049P
Vivo Kitenge Midi Kimono - Shama Print,VE0049PR13X/4X,VE0049P
Vivo Kitenge Midi Kimono - Shama Print,VE0049PR1M/L,VE0049P
Vivo Kitenge Midi Kimono - Shama Print,VE0049PR1XS/S,VE0049P
Vivo Kitenge Midi Kimono - Tana Print,VE0049PR41X/2X,VE0049P
Vivo Kitenge Midi Kimono - Tana Print,VE0049PR43X/4X,VE0049P
Vivo Kitenge Midi Kimono - Tana Print,VE0049PR4M/L,VE0049P
Vivo Kitenge Midi Kimono - Tana Print,VE0049PR4XS/S,VE0049P
Vivo Kitenge Multi Purpose Wrap - Black / Blue Ankara Print,VE0040PR14F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Black / Orange Ankara Print,VE0040PR19F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Black / Pink Ankara Print,VE0040PR22F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Black / White Spiral Ankara Print - BLACK / WHITE SPIRAL ANKARA PRINT / VE0040 / F,VE0040PR27F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Blue / Black Animal Ankara Print - BLUE / BLACK ANIMAL ANKARA PRINT / VE0040 / F,VE0040PR28F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Blue / Orange Ankara Print,VE0040PR10F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Blue / White Ankara Print,VE0040PR9F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Dark Mustard / Burgundy Ankara Print - DARK MUSTARD / BURGUNDY ANKARA PRINT / VE0040 / F,VE0040PR26F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Green / Orange Ankara Print,VE0040PR23F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Navy Blue / Green Ankara Print - NAVY BLUE / GREEN ANKARA PRINT / VE0040 / F,VE0040PR7F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Navy Blue / Maroon Ankara Print - NAVY BLUE / MAROON ANKARA PRINT / VE0040 / F,VE0040PR6F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Navy Blue / Peach Ankara Print,VE0040PR24F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Navy Blue / Red Ankara Print - NAVY BLUE / RED ANKARA PRINT / VE0040 / F,VE0040PR21F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Orange / Black Ankara Print,VE0040PR15F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Orange / Brown Ankara Print - ORANGE / BROWN ANKARA PRINT / VE0040 / F,VE0040PR18F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Orange / Grey Ankara Print - ORANGE / GREY ANKARA PRINT / VE0040 / F,VE0040PR25F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Peach / Red Ankara Print - PEACH / RED ANKARA PRINT / VE0040 / F,VE0040PR8F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Purple / Pink Ankara Print,VE0040PR11F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Purple / Red Ankara Print,VE0040PR5F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Red / Mustard Ankara Print,VE0040PR13F,VE0040P
Vivo Kitenge Multi Purpose Wrap - Red / Pink Ankara Print,VE0040PR3F,VE0040P
Vivo Kitenge Multipurpose Wrap - Keri Print,VE0040PR29F,VE0040P
Vivo Kitenge Multipurpose Wrap - Maya Print,VE0040PR30F,VE0040P
Vivo Kitenge Multipurpose Wrap - Tafo Print,VE0040PR31F,VE0040P
Vivo Kitenge Off Shoulder Knee Length Dress - Green / Purple Ankara Print - GREEN / PURPLE ANKARA PRINT / V0823181 / S,V0823181PR1S,V0823181
Vivo Kitenge Off Shoulder Knee Length Dress - White / Black Ankara Print - WHITE / BLACK ANKARA PRINT / V0823181 / L,V0823181PR2L,V0823181
Vivo Kitenge Shirred Waist Maxi Skirt - Black / Orange Ankara Print - BLACK / ORANGE ANKARA PRINT / VE0039 / L/1X,VE0039PR1L/1X,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Black / Orange Ankara Print - BLACK / ORANGE ANKARA PRINT / VE0039 / S/M,VE0039PR1S/M,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Black / Pink Ankara Print - BLACK / PINK ANKARA PRINT / VE0039 / L/1X,VE0039PR4L/1X,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Black / Pink Ankara Print - BLACK / PINK ANKARA PRINT / VE0039 / S/M,VE0039PR4S/M,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Navy Blue / Red Ankara Print - NAVY BLUE / RED ANKARA PRINT / VE0039 / L/1X,VE0039PR3L/1X,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Navy Blue / Red Ankara Print - NAVY BLUE / RED ANKARA PRINT / VE0039 / S/M,VE0039PR3S/M,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Orange / Brown Ankara Print - ORANGE / BROWN ANKARA PRINT / VE0039 / L/1X,VE0039PR2L/1X,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Orange / Brown Ankara Print - ORANGE / BROWN ANKARA PRINT / VE0039 / S/M,VE0039PR2S/M,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Sai Print,VE0039PR7M/L-SAI,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Tana Print,VE0039PR71X/2X,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Tana Print,VE0039PR73X/4X,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Tana Print,VE0039PR7M/L-TAN,VE0039P
Vivo Kitenge Shirred Waist Maxi Skirt - Tana Print,VE0039PR7XS/S,VE0039P
Vivo Kitenge Side Frill Kaftan - Navy Blue / Orange Geometric Print - NAVY BLUE / ORANGE GEOMETRIC PRINT / S0223031 / F,N0223031PR6F,N0223031
Vivo Kitenge Side Frill Kaftan - Peach / Blue Abstract Print - PEACH / BLUE ABSTRACT PRINT / S0223031 / F,N0223031PR7F,N0223031
Vivo Kitenge Strappy Jumpsuit - Alizeti Print,VE0523235PR51X,VE05232
Vivo Kitenge Strappy Jumpsuit - Alizeti Print,VE0523235PR5L,VE05232
Vivo Kitenge Strappy Jumpsuit - Alizeti Print,VE0523235PR5M,VE05232
Vivo Kitenge Strappy Jumpsuit - Alizeti Print,VE0523235PR5S,VE05232
Vivo Kitenge Strappy Jumpsuit - Blue / Teal Ankara Floral Print - BLUE / TEAL ANKARA PRINT / VE0523235 / M,VE0523235PR2M,VE05232
Vivo Kitenge Strappy Jumpsuit - Blue / Teal Ankara Floral Print - BLUE / TEAL ANKARA PRINT / VE0523235 / S,VE0523235PR2S,VE05232
Vivo Kitenge Strappy Jumpsuit - Blue / White Ankara Abstract Print - BLUE / WHITE ANKARA ABSTRACT PRINT / VE0523235 / M,VE0523235PR3M,VE05232
Vivo Kitenge Strappy Jumpsuit - Blue / White Ankara Abstract Print - BLUE / WHITE ANKARA ABSTRACT PRINT / VE0523235 / S,VE0523235PR3S,VE05232
Vivo Kitenge Strappy Jumpsuit - Purple / Pink Ankara Abstract Print - PURPLE / PINK ANKARA PRINT / VE0523235 / M,VE0523235PR1M,VE05232
Vivo Kitenge Strappy Jumpsuit - Tausi Print - TAUSI PRINT / VE0523235 / L,VE0523235PR4L,VE05232
Vivo Kitenge Strappy Jumpsuit - Tausi Print - TAUSI PRINT / VE0523235 / M,VE0523235PR4M,VE05232
Vivo Kitenge Strappy Jumpsuit - Tausi Print - TAUSI PRINT / VE0523235 / S,VE0523235PR4S,VE05232
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR41X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR42X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR43X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR44X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR4L,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR4M,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR4S,V0624025
Vivo Kitenge Strappy Tie Back Top - Bana Print,V0624025PR4XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR11X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR12X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR13X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR14X,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR1L,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR1M,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR1S,V0624025
Vivo Kitenge Strappy Tie Back Top - Bukavu,V0624025PR1XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR31X,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR32X,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR33X,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR34X,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR3L,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR3M,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR3S,V0624025
Vivo Kitenge Strappy Tie Back Top - Chari Print,V0624025PR3XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR81X,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR82X,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR83X,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR84X,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR8L,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR8M,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR8S,V0624025
Vivo Kitenge Strappy Tie Back Top - Lashi,V0624025PR8XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR21X,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR22X,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR23X,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR24X,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR2L,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR2M,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR2S,V0624025
Vivo Kitenge Strappy Tie Back Top - Miale Print,V0624025PR2XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR71X,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR72X,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR73X,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR74X,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR7L,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR7M,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR7S,V0624025
Vivo Kitenge Strappy Tie Back Top - Neba,V0624025PR7XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR91X,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR92X,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR93X,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR94X,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR9L,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR9M,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR9S,V0624025
Vivo Kitenge Strappy Tie Back Top - Obu,V0624025PR9XS,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR61X,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR62X,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR63X,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR64X,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR6L,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR6M,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR6S,V0624025
Vivo Kitenge Strappy Tie Back Top - Tana,V0624025PR6XS,V0624025
Vivo Kitenge Strappy Tiered Maxi Dress - Dark Mustard / Navy Blue Ankara Print,VE0044PR61X,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Dark Mustard / Navy Blue Ankara Print,VE0044PR6L,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Dark Mustard / Navy Blue Ankara Print,VE0044PR6M,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Dark Mustard / Navy Blue Ankara Print,VE0044PR6S,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Green / Orange Ankara Print - GREEN / ORANGE ANKARA PRINT / VE0044 / 1X,VE0044PR11X,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Green / Orange Ankara Print - GREEN / ORANGE ANKARA PRINT / VE0044 / L,VE0044PR1L,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Green / Orange Ankara Print - GREEN / ORANGE ANKARA PRINT / VE0044 / M,VE0044PR1M,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Green / Orange Ankara Print - GREEN / ORANGE ANKARA PRINT / VE0044 / S,VE0044PR1S,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Lime Green / Black Ankara Print - LIME GREEN / BLACK ANKARA PRINT / VE0044 / L,VE0044PR5L,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Lime Green / Black Ankara Print - LIME GREEN / BLACK ANKARA PRINT / VE0044 / M,VE0044PR5M,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Lime Green / Black Ankara Print - LIME GREEN / BLACK ANKARA PRINT / VE0044 / S,VE0044PR5S,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Navy Blue / Green Ankara Print,VE0044PR4L,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Navy Blue / Green Ankara Print - NAVY BLUE / GREEN ANKARA PRINT / VE0044 / M,VE0044PR4M,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Navy Blue / Green Ankara Print - NAVY BLUE / GREEN ANKARA PRINT / VE0044 / S,VE0044PR4S,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Navy Blue / Peach Ankara Print - NAVY BLUE / PEACH ANKARA PRINT / VE0044 / 1X,VE0044PR21X,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Navy Blue / Peach Ankara Print - NAVY BLUE / PEACH ANKARA PRINT / VE0044 / L,VE0044PR2L,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Navy Blue / Peach Ankara Print - NAVY BLUE / PEACH ANKARA PRINT / VE0044 / S,VE0044PR2S,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Orange / Grey Ankara Print - ORANGE / GREY ANKARA PRINT / VE0044 / L,VE0044PR3L,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Orange / Grey Ankara Print - ORANGE / GREY ANKARA PRINT / VE0044 / M,VE0044PR3M,VE0044P
Vivo Kitenge Strappy Tiered Maxi Dress - Orange / Grey Ankara Print - ORANGE / GREY ANKARA PRINT / VE0044 / S,VE0044PR3S,VE0044P
Vivo Kitenge Tie Top - Bana Print - BANA PRINT / V0624024 / L,V0624024PR3L,V0624024
Vivo Kitenge Tie Top - Bana Print - BANA PRINT / V0624024 / S,V0624024PR3S,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR61X,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR62X,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR63X,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR64X,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR6L,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR6M,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR6S,V0624024
Vivo Kitenge Tie Top - Jura,V0624024PR6XS,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR51X,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR52X,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR53X,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR54X,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR5L,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR5M,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR5S,V0624024
Vivo Kitenge Tie Top - Lashi,V0624024PR5XS,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR71X,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR72X,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR73X,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR74X,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR7L,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR7M,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR7S,V0624024
Vivo Kitenge Tie Top - Sai,V0624024PR7XS,V0624024
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9PR91X,VE0032P
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9PR92X,VE0032P
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9PR93X,VE0032P
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9PR9L,VE0032P
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9PR9M,VE0032P
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9PR9S,VE0032P
Vivo Kitenge Wide Leg Pants - Ashai,VE0032PR9XS,VE0032P
Vivo Kitenge Wide Leg Pants - Black / White Ankara Print,VE0032PR3L,VE0032P
Vivo Kitenge Wide Leg Pants - Black / White Ankara Print,VE0032PR3M,VE0032P
Vivo Kitenge Wide Leg Pants - Black / White Ankara Print,VE0032PR3S,VE0032P
Vivo Kitenge Wide Leg Pants - Black / White Ankara Print,VE0032PR3XL,VE0032P
Vivo Kitenge Wide Leg Pants - Blue / Pink Azizi Print,VE0032PR141L,VE0032P
Vivo Kitenge Wide Leg Pants - Blue / Pink Azizi Print,VE0032PR141XL,VE0032P
Vivo Kitenge Wide Leg Pants - Blue / Pink Azizi Print,VE0032PR14M,VE0032P
Vivo Kitenge Wide Leg Pants - Blue / Pink Azizi Print,VE0032PR14S,VE0032P
Vivo Kitenge Wide Leg Pants - Green / Black Adia Print,VE0032PR15L,VE0032P
Vivo Kitenge Wide Leg Pants - Green / Black Adia Print,VE0032PR15M,VE0032P
Vivo Kitenge Wide Leg Pants - Green / Black Adia Print,VE0032PR15S,VE0032P
Vivo Kitenge Wide Leg Pants - Green / Black Adia Print,VE0032PR15XL,VE0032P
Vivo Kitenge Wide Leg Pants - Juja,VE0032PR131X,VE0032P
Vivo Kitenge Wide Leg Pants - Juja,VE0032PR13L,VE0032P
Vivo Kitenge Wide Leg Pants - Juja,VE0032PR13M,VE0032P
Vivo Kitenge Wide Leg Pants - Juja,VE0032PR13S,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR121X,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR122X,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR123X,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR12L,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR12M,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR12S,VE0032P
Vivo Kitenge Wide Leg Pants - Jura,VE0032PR12XS,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR101X,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR102X,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR103X,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR10L,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR10M,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR10S,VE0032P
Vivo Kitenge Wide Leg Pants - Lashi,VE0032PR10XS,VE0032P
Vivo Kitenge Wide Leg Pants - Maroon / Pink Ara Print,VE0032PR17L,VE0032P
Vivo Kitenge Wide Leg Pants - Maroon / Pink Ara Print,VE0032PR17M,VE0032P
Vivo Kitenge Wide Leg Pants - Maroon / Pink Ara Print,VE0032PR17S,VE0032P
Vivo Kitenge Wide Leg Pants - Maroon / Pink Ara Print,VE0032PR17XL,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Brown Chiku Print,VE0032PR19L,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Brown Chiku Print,VE0032PR19M,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Brown Chiku Print,VE0032PR19S,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Brown Chiku Print,VE0032PR19XL,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Peach Johari Print,VE0032PR18L,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Peach Johari Print,VE0032PR18M,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Peach Johari Print,VE0032PR18S,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Peach Johari Print,VE0032PR18XL,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Pink Bakari Print,VE0032PR16L,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Pink Bakari Print,VE0032PR16M,VE0032P
Vivo Kitenge Wide Leg Pants - Navy / Pink Bakari Print,VE0032PR16S,VE0032P
